ensembl,gda_score,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21,label_22,label_23,label_24,label_25,label_26,label_27,label_28,label_29,label_30,label_31,label_32,label_33,label_34,label_35,label_36,label_37,label_38,label_39,label_40,label_41,label_42,label_43,label_44,label_45,label_46,label_47,label_48,label_49,label_50,label_51,label_52,label_53,label_54,label_55,label_56,label_57,label_58,label_59,label_60,label_61,label_62,label_63,label_64,label_65,label_66,label_67,label_68,label_69,label_70,label_71,label_72,label_73,label_74,label_75,label_76,label_77,label_78,label_79,label_80,label_81,label_82,label_83,label_84,label_85,label_86,label_87,label_88,label_89,label_90,label_91,label_92,label_93,label_94,label_95,label_96,label_97,label_98,label_99
ENSG00000065361,,,0,0,,,,0,0,,0,,0,,,,,0,,,0,0,,,,0,,,0,0,,,0,0,,0,,0,0,,0,,,0,0,0,0,,,,,0,0,0,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,,,,,,,,,
ENSG00000178568,,,0,,0,,0,,0,0,,0,0,,0,,,,,,0,0,,,,,,,0,0,,,0,0,,,0,,0,0,,,,0,0,,,,,,,,0,,0,,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,0,0,,0,,,,,,,,,0,,,,0,,,0,,,,
ENSG00000082805,,,,,,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,,,,,,0,0,,,,,0,,,,0,0,,,0,0,0,0,,,0,0,0,,0,,,0,,0,0,,,,,,0,,,0,,0,0,,,0,0,,0,0,,0,,0,,,,0,0,,,0,,,,,,,0,,0,0
ENSG00000104884,,,0,0,,,,,,,,,0,,,0,0,,,,,,,0,,,0,,,,,,0,,0,,0,0,,,,,,0,,,,0,0,,,0,0,,,0,,0,,,0,,,,,0,,,,,,0,0,,0,,,0,,,,0,0,0,,,,,,,,,,,0,0,,,0,,
ENSG00000163161,,,0,,0,,0,,,,0,,0,0,,0,,,,0,0,,,,0,,0,,,0,0,,,,0,0,0,,,0,,,0,0,,,,0,0,,,0,0,0,,,,0,,0,,,,0,,0,,,0,0,,,,,0,,,,,0,,,,0,,0,,,,0,0,,,,0,,,,0,0,0
ENSG00000175595,,0,,,,,,,,,,0,0,,0,,0,,,,,0,,0,,0,0,0,,,0,0,,0,,,,,0,,,,0,,,0,0,,0,,,,,,,,,0,,,,0,,0,,,,,,0,,,,,,,0,0,0,,0,,,,,0,,,0,,,0,0,,,,,0,0,,0
ENSG00000134899,,,,,0,,,,,,,,0,,0,,,,0,,,,,0,,,,0,0,0,0,,0,0,,,,,,,,,0,,,0,,0,,,,,0,0,,,,0,,0,0,,,,,0,0,,,,0,0,0,,0,0,0,,0,,,,0,,,,0,0,,,,0,0,,,0,0,,,,0
ENSG00000157554,,,,,0,0,,0,0,,0,,,,,0,,,,,0,0,,,0,0,0,,,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,0
ENSG00000091831,,,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,0,,,,,,0,,0,0,,0,,,0,,0,,,0,0,,,0,0,,,0,0,,0,,0,,0,,,,0,,,,,,0,,,,,,,,0,,0,,,0,,,,0,,,,,0,,,0,,
ENSG00000139163,,,,,,0,,,0,,,0,0,,,0,,,,,0,,,,,,,0,0,,,,,,,0,,0,,,,,,,,0,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,0,0,0,,0,0,,0,0,,,0,,,,,0,,0,,0,,0,,,,0,,,,0,,,
ENSG00000006468,,,0,0,,,,,0,,,,0,0,,,0,,,0,,0,,0,,0,,0,0,,,0,,,0,,0,,,,,,,,,,,0,,,,,,,,,,0,,,,,,0,,0,0,,,,0,0,,,0,,,,,0,,,,0,,,,,0,0,0,,0,,,0,0,,,,
ENSG00000175832,,,,0,,0,0,0,0,,0,,,0,,0,,,0,,,,,,,0,,,0,,0,,0,,,0,,0,,,,,,,0,0,,,0,0,0,0,0,0,,0,0,,,,,,,,0,,,,,,,,,0,,,,0,,,0,,0,,,,,,0,0,,,0,,,0,,0,,,
ENSG00000244405,,0,0,,,,,,,,,0,,0,,0,,,0,0,0,0,,,,0,,,,,,0,,0,,,,,,,,0,,,0,,,0,,,0,,0,0,,0,,,0,,,,,,,,0,0,,,0,,0,,0,0,,0,,,,,,0,,,0,,0,,,,0,,,0,0,,,0,
ENSG00000139083,,0,,,,0,0,,,,,,,,,0,,,,,,0,,,,,,,,0,0,,,0,,,0,0,,,,0,,,0,,0,,,0,0,,0,,,,,,0,,,,0,,0,,,0,,,,,,,,0,0,0,,,,,0,,,0,,0,0,0,,0,,0,,,,,0,,
ENSG00000182944,,,0,0,0,0,,,,,,,,0,,0,,,,,0,,0,,0,,,0,0,0,0,0,,,,,,0,,,,,,,,,,0,,,,,,,,0,0,,,,0,,,,,,0,0,,0,,0,,,0,,,,0,0,,0,,,,,,,0,,,,,,,0,0,,,,0
ENSG00000182197,,,0,,,0,,,0,0,0,0,,,0,,,0,,,,0,,0,0,0,0,,0,0,,,,,0,,,,0,0,,,,0,0,,,,0,0,,,0,0,,,,,0,,,0,0,,0,0,,,0,0,,,0,0,,,,,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,0
ENSG00000151348,,0,,0,0,,,,0,,,,,0,,,0,,,0,,0,,,0,,0,,,0,0,0,,,0,0,,0,,,,,,,0,0,,,,,,,,0,,0,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,0,,0,,0,,0,,,,,0,0,,,0,,0,
ENSG00000106462,,,,,,0,0,,0,0,0,0,,0,,,,0,,0,,0,0,0,,,0,,,,,0,,,,,0,0,,,,,0,,0,0,,0,0,0,0,0,,,0,,,,0,,,,,,,,,,,0,0,,,,,0,,,,,,0,,,0,0,,0,,,0,,0,,,,0,,,0,0
ENSG00000092820,,0,,,,,0,0,,,,0,0,,0,,,,0,,,0,,0,,,0,0,,,,,,0,,,,,,0,,0,,0,,,0,,0,0,0,0,,,,,0,0,,,,,,,0,,,,,,0,,0,,,0,,,,,,,,,,,,,,0,,,0,0,,,0,,,,
ENSG00000159784,,0,,0,0,,,0,,,0,0,,,,0,0,,0,,,,,,0,0,0,,0,,,,0,,0,,,0,0,,,,0,0,0,,0,,,0,,0,0,,,,0,,,0,0,,,,,0,,0,,,,0,,,0,,,,,0,,,0,0,,0,0,0,,,,,,,,,0,0,,0,0
ENSG00000183508,,,0,,0,,0,,,,0,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,0,0,,0,,,0,,,,0,,0,0,,,,,0,0,0,,0,,0,0,,0,,,0,,,,,,,,,,,,,0,0,0,0,,,,0,,,0,0,,0,,,,0,,,,
ENSG00000187741,,0,,,,,0,,,0,,,,,,,0,,,,,,,0,0,,,,0,,,,0,,,,0,0,,0,0,,0,0,,0,,0,,,,,,,,0,0,,0,,0,,,,0,,0,,0,,,0,0,0,0,,,0,0,,,,,0,,,,,,,,,,,0,,0,0,0,,0
ENSG00000158169,,,0,0,,,0,0,,,,,,,,,0,,,,0,,0,0,,,,,,,0,,,0,,0,,0,,,0,,0,,,,0,0,,0,,,,,,,,0,0,,0,0,,,,0,0,,,,,,,,,,0,,,,,0,0,,,0,,,0,,,,0,,,,,,0,0,
ENSG00000144554,,0,,,0,0,,,,0,0,,,0,,,0,0,,,0,,,0,,0,,,,,0,0,,0,,,,0,,0,,,,,0,,,,0,0,,,,,,0,,,,,,,,0,,,,,0,0,0,,,,,,,,,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,
ENSG00000112039,,,,,,,,0,,0,0,,,,0,,0,,,,,,0,,0,0,,0,,0,0,,,,0,,0,,0,,,,,,,,0,0,0,0,,,0,,,,0,,0,,,,,,,,,,,0,,,0,,0,0,0,,0,,,,0,0,0,,,0,,0,0,,0,,0,0,,,,,
ENSG00000183161,,,,,0,0,,,0,,,,,0,0,0,,,,,0,,,0,,,,,0,0,,,,0,0,0,,,,,,,0,,0,,0,,0,0,0,,,,,,0,,,,,,0,,,0,0,,,,0,0,0,0,0,0,,0,0,,,,0,,,,0,,,,0,,0,,0,,0,0,,,
ENSG00000221829,,,,0,0,,,,0,0,,,0,0,,0,0,,,0,,0,,,,,0,,0,,,,,0,,,0,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,0,0,,,,,0,0,,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,
ENSG00000026103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000083857,,,,,0,0,0,,,,,,0,,,,,0,,,,,0,0,,,0,,,0,,,,0,0,,,,,,,,0,,0,,,0,,,,,0,,,,,,0,,0,0,0,,,0,0,,0,,,,,0,,,,,,0,,,,0,0,,0,,,0,,,,,0,0,,0,,,
ENSG00000165323,,0,,,0,,,,,,0,,,0,0,,,,,,0,0,,0,,0,,0,,,,,0,,,,,0,,,,,,0,,,,,,0,0,0,0,,0,,0,,0,0,,,,,,0,,0,,,,,,0,,0,,,0,,,,,0,0,0,,0,0,0,,0,0,,,,0,,0,0,0
ENSG00000196159,,,,,,,,,0,,0,0,0,0,0,,,,,,,0,,,,0,0,0,0,,0,,0,0,,,,0,0,,,,,,,,0,0,0,0,,,0,0,,0,0,,,,,,0,,0,0,0,,,,0,,,0,,,,,,0,,,,,,,0,,0,0,0,0,,0,,,,,0,,0
ENSG00000163520,,,,,0,0,,,,,,,,0,,,0,,,0,,,0,0,,,,,,0,0,0,,0,0,,,,,,0,0,,,,0,0,0,0,,,0,0,,0,,,0,,0,0,0,0,,0,,0,,0,,,,0,0,0,,,,,,,,,0,,,,,0,0,0,0,,,,0,0,,0,,
ENSG00000138081,,0,,0,,,0,,,0,0,,0,,,,,0,,,,,,,,,,0,0,,0,,,0,0,,,,0,,,,,,,0,,,0,0,,,,,0,0,,,,,0,0,0,0,,,,,,,,,0,,,0,,0,0,,,0,,0,,,,,,,0,,0,,,,,,,,
ENSG00000109670,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000072694,,0,0,,0,,,,0,,,0,,,,,,,,,0,,,,0,0,0,,0,,,,0,,,0,0,,0,0,,,,,,,,0,,0,,,,0,,,,,,0,,0,,,0,,,,0,0,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,,0,,0,,,,0,,,
ENSG00000168496,,0,,,,0,,0,,0,,,0,0,0,,,,,,0,,0,0,,,0,0,0,,,0,,0,,0,0,,,,,,,,0,,,,,,0,,,,,,,0,,0,0,,,,0,0,0,,,0,0,,,,,,,,,0,,0,,,,0,,,,0,,,,0,,,,,,,0
ENSG00000182511,,,0,,,,0,,,0,,,,,,,0,,,,0,,,,,,,,,,0,,,,0,,0,,,,0,,,,,0,,,,,,,,,,,,0,0,,,,,,0,0,0,,,,,0,,,0,0,,,,0,,0,0,,,,,0,,,,,0,,,,0,,,,
ENSG00000077782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000077782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000077782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000077782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000077782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000077782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000213066,,,0,,0,0,,,,,,,0,,,0,0,,,,,,,,,,,0,,,,,,,0,,0,0,,,,,,,,0,0,,,,0,0,,,,,,,,0,,0,,,0,,,0,,,,,,,,,,,,,0,,0,,0,0,,,,,,0,0,,,0,,,,,
ENSG00000066468,,0,0,,0,,,,,,,0,,0,0,0,,,,0,,,,,,,0,0,,0,,0,,,,,,,,,,,0,,,0,0,,,0,,,0,,,,,,0,,,,,0,,,,0,,0,,,0,0,0,,,0,0,0,,,0,,,,,0,0,,0,0,,0,0,,0,0,,,
ENSG00000068078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000160867,,,,,0,0,,,,,0,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,,0,0,,0,0,0,,,,,0,,,,0,,,,,,,0,,0,,0,0,,0,0,0,,,0,0,0,,0,,0,,,,0,0,,,,,,,,,,,0,,,,0,,,
ENSG00000091483,,0,0,,,,,,,0,0,0,,,,0,,,,,,,0,,,0,0,,,,,,0,,,,,,,0,,,0,,0,0,,,0,0,0,,,0,0,0,,,,0,,,,0,,,,0,,,0,0,,,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,,0,,,,,0
ENSG00000189283,,0,0,,,,,,,0,,,,,0,,0,,,0,,,,,0,,,,,,0,,,,0,0,,0,,0,,0,,,0,,0,,,0,,,,0,,0,,,,,,,,,0,0,,,0,0,0,,,0,0,0,0,,,0,0,,,,0,0,,0,,0,0,,0,,0,,,0,,,0
ENSG00000145216,,0,0,,,0,,0,,,0,0,0,,,,0,,0,,0,,,0,0,,,0,0,0,,,0,,0,,,,,,,0,,0,,,0,,0,,,,0,,0,0,,,0,,,,0,,0,,,,,,,,,,0,,,0,0,,,0,,,0,,,0,,0,0,,,,0,,,,,,0
ENSG00000122642,,0,,0,,,,,0,,0,,,0,0,0,,,,,,0,,,,,,0,,,,0,0,0,,,,,0,,,,,0,0,,,0,0,,,0,0,,,0,,0,,,0,0,0,,,,,0,0,,0,0,,,,,0,,,,0,,,0,0,,,,,,,,0,,,0,,,,,
ENSG00000154803,,0,,,,0,,0,,,,,,,,,,0,,,,,,0,,,,,,0,0,0,,,0,,,0,0,,0,,0,,,,,,0,0,0,,,,,,0,0,0,,,,0,,,,0,0,,,0,,,,,,,,,0,,,0,,,,0,,,,0,,,,,,0,,,,
ENSG00000151702,,,,,0,,,,,0,0,,0,0,,,,,,,0,,,,0,0,,,0,0,0,,,,,0,0,0,,,,,,,0,0,,0,,0,0,,,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,0,0,,,,0,,,0,,,0,,,0,0,,0,0,,,,0,
ENSG00000196924,,,,0,0,,,0,,,,0,,,,,0,,0,,0,0,,,,,0,0,,,0,,0,,,,,0,,,,0,0,,0,,,,,,,,0,,,0,,,,,0,,,,,0,,,0,,,,0,,,,0,,,0,0,0,,,,0,,,,,,0,0,,,,,,0,,0
ENSG00000122025,,,,,0,,0,,0,,0,,0,0,,,,,,,0,,0,0,0,,0,,0,,,,,0,,,,,,,,0,0,,,,,0,,,0,,0,,,0,,,,,,,,,0,0,,,,0,,,,0,0,,,,,,,,0,,,,,,,0,,0,,0,,,,,0,,0
ENSG00000037280,,,,,,,,0,0,,0,0,0,,0,0,,0,0,,,,0,,,,,,,,0,,,,,,,,,,,,,,,0,,,0,,,,0,,0,,0,0,,0,,,,0,0,,,0,,,0,,,,0,,,0,,,,,,,0,,,0,,0,,,,,,,,,,,0
ENSG00000187239,,,,0,,,,0,0,0,0,0,,,,0,,0,,0,,,,0,,,,,,,0,,0,,0,,,0,,,0,,,,,,,0,0,0,,,0,,,,0,,,,0,0,0,,0,,0,0,,,,,,,,,0,,,,0,,,,0,,0,,0,,0,0,0,,0,,0,,,,
ENSG00000129514,,,,,0,0,0,0,0,,,0,,0,0,,,0,0,0,0,,,0,,0,,0,,,0,,,,,0,,,,0,0,,,,,0,,,0,,,,,,,0,,,,,0,0,,,,,,,,,,0,,,,,,,,0,,,,,0,,,,,0,,0,,0,,,,,,,
ENSG00000150907,,0,0,,0,,,0,0,,0,,0,,,,0,0,0,0,0,,0,,,,,0,0,,0,,,0,,,0,0,,,0,,0,,0,0,,,0,0,,0,0,0,,,,,0,,,0,,,,,0,,,,,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,,,0,0,,,,
ENSG00000118689,,,,,0,,0,0,,,,,,,,,0,,0,,,,0,,,,,0,0,,,0,0,,0,,0,,,,,,0,,0,,,,,,,,,,0,,,0,,0,,,0,0,,0,,0,0,0,0,0,,,,0,,,,,,,,0,0,,,0,,,0,0,,,,0,,0,,0,
ENSG00000184481,,,,,,,0,,,,,0,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,0,,,,0,,,,,,0,,,,0,0,,,,,0,,0,,,,0,,,,,0,,,,0,,,0,0,,0,,0,0,,,,0,0
ENSG00000114861,,,,,0,,,,,0,,0,0,,,,,0,0,,,,,,,0,0,,,0,0,0,0,,,,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,,,,,0,,,0,,0,,,,0,,0,,,0,,,,,,,0,,0,,,,,,0,,,,,0,,,0,,0,0,,0
ENSG00000070404,,,0,,0,,,0,,,,,,,,,,0,0,,0,,,0,,,,,,,,,0,0,,0,0,,,,,,,,,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,,,0,,,0,0,0,0,0,,,0,,,,0,0,,,,,,,,,0,0,0,,,
ENSG00000162613,,0,0,,,,,,0,0,0,,,,,0,0,,0,0,,,0,,,,0,,0,0,,,,0,0,0,,,,0,,,,,,,,,,0,0,0,,,,,0,0,,0,0,0,,0,,,,0,,0,,,,0,0,,0,,,,0,,,,,0,0,0,,,,,,0,0,0,0,0,,0,
ENSG00000089280,,,,,,,,,,,,0,,,,,,,0,0,,,,,,,,,,0,,,,,,0,,,,,0,,,0,0,0,0,0,,,0,,,,0,,,0,0,,0,,0,0,,,,0,,0,,,,0,,,0,0,,0,0,0,,,,,0,0,0,,,,,,,,0,,,0,0
ENSG00000007237,,,,,,,,,,0,,,,,0,,,,0,,,,0,,,,,0,0,,,,0,,,,0,,,,,0,,,,0,,0,0,,,,0,0,0,,0,,0,,,,0,,,0,,,,,0,,0,,0,0,,0,,0,0,,0,,0,,,,,,0,,0,,0,,0,0,,,
ENSG00000102145,,,,0,,0,0,0,,,,,,,,,0,0,0,,,0,0,,,,0,0,,,0,,,,0,,,,0,,0,,,0,,0,,0,,,,0,0,0,,0,0,,0,0,,0,,,0,,,0,,,0,,,0,,,0,,0,0,,0,0,0,,,,,0,,0,,,0,0,,,0,,,
ENSG00000179348,,,,,,,,,,,0,,0,0,0,0,0,0,0,,0,0,0,,,,,,0,,,,,,,0,,0,0,0,,0,,,,0,0,,,,,,,,,,,,0,,,,0,0,0,,,0,0,0,,,0,,,,,,0,,0,,0,0,0,,,0,,,,0,,,,,,,0,0,0
ENSG00000107485,,0,,,,,,,,0,,,,,,,0,,,,0,,,,,,0,,0,,0,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,0,,0,,,0,0,0,,,,,0,0,,,,0,,0,0,,,,0,,0,,0,,0,,0,0,,,,,0,0,,0,,,,0
ENSG00000111087,,,0,,,,,,0,,,,0,,,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,,,,0,0,,0,,0,,,0,,0,0,,0,,,0,0,,,,0,0,,0,,,0,0,0,,0,0,0,0,,,,,,,,,0,,,0,0,,,,,,,0,,,,0,,0,,,
ENSG00000163655,,,0,,0,0,,0,0,,,0,,,0,0,,,,,,0,,,,0,,,0,0,,0,0,,,,0,,,,,,,0,,0,,0,,,,,,0,,,0,,,,0,,0,,0,0,0,0,,,,,,,,,,0,0,,,,,0,,0,,,,,,,,,,,0,0,,,
ENSG00000088256,,,,,0,,0,,,0,,,,,0,,,0,0,,0,,,,,,,,,0,,,,,0,0,0,0,,,,,,,,,,0,,,,,,0,,,0,0,,0,,0,,,0,,,,,,,0,0,0,,,,,,0,0,,,0,0,,,0,,,0,0,,,0,0,,0,,0,
ENSG00000156052,,,,0,,,,,,,0,,0,,,,,,,,,,,,0,,,0,,,,0,,0,,,,,0,,0,,0,0,,,0,,,,0,,0,0,,,,,0,,,0,,,,,0,,,,,0,0,,0,0,,0,,0,0,,,0,,,,,,0,0,,,,,,0,0,,0,0
ENSG00000087460,,,,0,,,,,0,,0,,0,0,0,,0,0,,0,,,0,0,0,0,,,0,0,,,,,,,,,,0,0,,,,,,0,,0,0,,,,,0,,,,0,,0,,,,,0,,0,,0,,,,,,0,,0,,,,0,,,,0,,0,0,0,,0,,,,0,,,,,
ENSG00000066455,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,0,,,0,,0,0,,,0,,,,,0,,,0,,,,,,,,0,,,0,,0,,,,,,,,0,,,,,0,0,0,,0,,,,,,0,0,0,,,,,,0,,,,,0,,,,0,0,,,,,0
ENSG00000047932,,0,,,,,0,,,0,,0,0,0,,,,,,,0,,0,,,,,,0,0,,0,,,,,0,,,,,,,,0,,,0,,0,,,0,0,,0,,0,,,0,,0,0,0,,,0,,,,,0,0,,0,0,0,,0,,0,0,0,,,0,,,0,,,0,,,,0,,0,,
ENSG00000147257,,0,,,,0,,,,,0,,0,,,,0,,0,,,0,,,,,,0,,0,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,0,,,,,0,,,,,,,,0,,,,0,0,,0,0,0,,,,0,,,,,,,,,,,,,0,0,0,0,,,0,0
ENSG00000179399,,,0,0,,,0,0,,0,,0,,,,,0,0,,0,,0,0,,,0,,,,,0,,,,,,,0,0,,,,,,,,,,0,,,,0,,0,,0,0,,,,,0,,,,0,,,0,,,,,,,0,,,,,,,0,,,,0,,,0,,0,,0,0,0,0,,0,
ENSG00000171723,,,,0,,0,,0,,0,,,0,,,,,,,,0,,,,,,0,0,,,,,0,0,,,,,,0,,,,0,0,,,,0,,,,,,,,,0,0,,0,,,,,0,0,,,,0,,,0,,,,0,,,,,,,,,0,0,0,0,,,0,,,,0,,,,
ENSG00000183454,,,,,,,,0,0,,,,0,,,,,0,0,0,,0,,0,0,0,,0,,,0,,,,0,,0,,0,0,,,0,,,,0,0,,0,0,,0,,,,,,,,,,0,,0,,,,0,0,,,0,0,,0,,0,,,,0,0,,,,0,0,0,,0,,0,0,,,,0,,,0
ENSG00000198822,,,,0,,,0,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,0,0,,0,,,0,,,,,0,0,,,,,,,,0,0,,,,,,,0,0,0,0,,,,,0,,,,,,,,,,,0,0,,,0,,,0,,0,,0,,0,0,0,,,
ENSG00000163041,,,0,,,,,,0,,,,,0,,,,,,,,0,,,,,,0,,,0,,,0,0,,,0,0,0,0,,,0,0,,,,,,,0,,,,,,,0,0,,,,0,0,,,0,0,0,0,0,,,,,,0,0,,,,0,0,,0,,,0,0,,,0,0,,0,,,0,0,
ENSG00000132475,,,,0,0,,,,,,0,,0,0,,0,,,,,0,0,0,,,,,,,,,0,0,,,,0,,0,,0,0,0,,,,,,0,,0,0,,0,,,0,,,0,0,0,,,0,,0,0,0,,0,,0,0,0,,0,0,,,0,,0,,0,0,0,,,,,,,,,,,0,,,
ENSG00000051108,,,,,0,,,,,,,,,,,0,,,,,,,,0,0,,0,,0,,,0,,,,,,0,,0,,,,,,0,,,0,0,,,0,,,,0,,,,0,,,0,,0,,,0,0,,0,,,,0,,0,0,,,,,,,,,,0,,,0,,0,0,,,,,0,0
ENSG00000164683,,0,,0,0,0,,0,0,0,0,0,,,,,,0,0,,0,0,,,0,0,,,,,,,,,0,,,0,,,,,0,0,0,,,0,,,,,,,,,0,,0,,,,,0,0,,0,0,0,,,,,0,,,,0,,0,,,,0,,,,0,0,,0,,,0,,,,,,0,0
ENSG00000100644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000100644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000100644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
