"","geneId","geneSymbol","DSI","DPI","diseaseId","diseaseName","diseaseType","diseaseClass","diseaseSemanticType","score","EI","YearInitial","YearFinal","NofPmids","NofSnps","source"
"3213",26040,"SETBP1",0.503,0.808,"C1840418","Thickened cortex of long bones","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3214",26040,"SETBP1",0.503,0.808,"C1849305","Aplasia/Hypoplasia of the pubic bone","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3215",26040,"SETBP1",0.503,0.808,"C1849307","Increased density of long bones","phenotype","C05","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3216",26040,"SETBP1",0.503,0.808,"C1865030","Hypoplastic pubic bone","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3217",26073,"POLDIP2",0.396,0.923,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"3218",26073,"POLDIP2",0.396,0.923,"C0238790","bone destruction","disease","","Disease or Syndrome",0.03,1,2009,2014,3,0,"BEFREE"
"3219",26073,"POLDIP2",0.396,0.923,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.1,1,2009,2019,13,0,"BEFREE"
"3220",26103,"LRIT1",0.641,0.615,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.04,1,2017,2018,4,0,"BEFREE"
"3221",26121,"PRPF31",0.531,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,0,2019,2019,1,0,"BEFREE"
"3222",26146,"TRAF3IP1",0.695,0.423,"C4021657","Abnormality of bone mineral density","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3223",26155,"NOC2L",0.593,0.731,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2020,2020,1,0,"BEFREE"
"3224",26155,"NOC2L",0.593,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2018,2018,2,0,"BEFREE"
"3225",26160,"IFT172",0.582,0.654,"C1854912","Short long bone","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3226",26160,"IFT172",0.582,0.654,"C4020847","Abnormality of pelvic girdle bone morphology","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3227",26206,"SPAG8",0.722,0.346,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,1999,1999,1,0,"BEFREE"
"3228",26229,"B3GAT3",0.621,0.538,"C0545053","Advanced bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3229",26277,"TINF2",0.575,0.731,"C0027543","Avascular necrosis of bone","phenotype","C23;C05","Disease or Syndrome",0.1,NA,NA,NA,0,0,"HPO"
"3230",26277,"TINF2",0.575,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,0,"BEFREE"
"3231",26277,"TINF2",0.575,0.731,"C2986691","Inherited bone marrow failure syndrome","disease","C16;C04;C15","Disease or Syndrome",0.01,1,2011,2011,1,0,"BEFREE"
"3232",26277,"TINF2",0.575,0.731,"C4020958","Rough bone trabeculation","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3233",26284,"ERAL1",0.638,0.577,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"3234",26284,"ERAL1",0.638,0.577,"C4076240","Chronic kidney disease mineral and bone disorder","disease","C18;C13;C05;C12;C19","Disease or Syndrome",0.01,1,2017,2017,1,0,"BEFREE"
"3235",26354,"GNL3",0.579,0.577,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2011,2019,2,0,"BEFREE"
"3236",26471,"NUPR1",0.606,0.615,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"3237",26524,"LATS2",0.554,0.654,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,2018,2019,3,0,"BEFREE"
"3238",26574,"AATF",0.641,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"3239",26580,"BSCL2",0.545,0.692,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3240",26580,"BSCL2",0.545,0.692,"C0545053","Advanced bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3241",26580,"BSCL2",0.545,0.692,"C4021749","Cystic angiomatosis of bone","phenotype","C04;C05","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3242",26585,"GREM1",0.508,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"3243",26586,"CKAP2",0.7,0.423,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"3244",26608,"TBL2",0.538,0.731,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3245",26608,"TBL2",0.538,0.731,"C4020847","Abnormality of pelvic girdle bone morphology","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3246",26608,"TBL2",0.538,0.731,"C4021242","Hypoplasia of the zygomatic bone","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3247",26871,"RNU1-1",0.608,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,1999,2002,2,0,"BEFREE"
"3248",26959,"HBP1",0.674,0.385,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2015,2019,2,1,"BEFREE"
"3249",27031,"NPHP3",0.597,0.654,"C4021657","Abnormality of bone mineral density","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3250",27043,"PELP1",0.612,0.577,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2004,2004,1,0,"BEFREE"
"3251",27044,"SND1",0.576,0.769,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2009,2009,1,0,"BEFREE"
"3252",27044,"SND1",0.576,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"3253",27065,"NSG1",0.691,0.538,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2004,2004,1,0,"BEFREE"
"3254",27074,"LAMP3",0.56,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2017,2018,2,0,"BEFREE"
"3255",27075,"TSPAN13",0.736,0.154,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"3256",27077,"B9D1",0.572,0.692,"C1855340","Bowing of the long bones","phenotype","","Congenital Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3257",27085,"MTBP",0.729,0.269,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"3258",27086,"FOXP1",0.46,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,2002,2018,3,0,"BEFREE"
"3259",27099,"SND1-IT1",0.89,0.038,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"3260",27113,"BBC3",0.517,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"3261",27122,"DKK3",0.5,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2018,2019,2,0,"BEFREE"
"3262",27130,"INVS",0.619,0.538,"C1855340","Bowing of the long bones","phenotype","","Congenital Abnormality",0.01,1,2014,2014,1,0,"BEFREE"
"3263",27130,"INVS",0.619,0.538,"C4021657","Abnormality of bone mineral density","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3264",27152,"INTU",0.555,0.769,"C1865030","Hypoplastic pubic bone","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3265",27178,"IL37",0.459,0.846,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2019,2019,1,0,"BEFREE"
"3266",27178,"IL37",0.459,0.846,"C2242472","Infection of bone","disease","C23;C01;C05","Disease or Syndrome",0.01,1,2019,2019,1,0,"BEFREE"
"3267",27190,"IL17B",0.553,0.769,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2011,2011,1,0,"BEFREE"
"3268",27245,"AHDC1",0.7,0.5,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,1,"CLINVAR"
"3269",27250,"PDCD4",0.494,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.04,1,2017,2020,4,0,"BEFREE"
"3270",27295,"PDLIM3",0.547,0.769,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.05,1,2017,2019,5,0,"BEFREE"
"3271",27295,"PDLIM3",0.547,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,1,"BEFREE"
"3272",27302,"BMP10",0.674,0.5,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2010,2010,1,0,"BEFREE"
"3273",27306,"HPGDS",0.388,0.923,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.08,1,2007,2019,8,0,"BEFREE"
"3274",27315,"PGAP2",0.633,0.615,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,1999,1999,1,0,"BEFREE"
"3275",27315,"PGAP2",0.633,0.615,"C4021834","Abnormal parietal bone morphology","phenotype","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3276",27319,"BHLHE22",0.595,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"3277",27324,"TOX3",0.636,0.538,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.02,0.5,2007,2012,2,0,"BEFREE"
"3278",27342,"RABGEF1",0.55,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,0,"BEFREE"
"3279",27345,"KCNMB4",0.861,0.077,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"3280",27347,"STK39",0.67,0.5,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"3281",27349,"MCAT",0.524,0.808,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"3282",27349,"MCAT",0.524,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"3283",27352,"SGSM3",0.469,0.808,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2006,2006,1,0,"BEFREE"
"3284",27352,"SGSM3",0.469,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,2012,2020,3,0,"BEFREE"
"3285",27430,"MAT2B",0.644,0.5,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"3286",27436,"EML4",0.569,0.577,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"3287",28514,"DLL1",0.492,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"3288",28952,"CCDC22",0.595,0.692,"C4021735","Abnormality of the hip bone","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3289",28964,"GIT1",0.647,0.538,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"3290",28969,"BZW2",0.78,0.231,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"3291",28985,"MCTS1",0.552,0.692,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"3292",28985,"MCTS1",0.552,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"3293",28987,"NOB1",0.633,0.423,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.04,1,2014,2019,4,0,"BEFREE"
"3294",29072,"SETD2",0.424,0.846,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.02,1,2007,2012,2,0,"BEFREE"
"3295",29072,"SETD2",0.424,0.846,"C0545053","Advanced bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3296",29072,"SETD2",0.424,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.08,1,2011,2018,8,0,"BEFREE"
"3297",29072,"SETD2",0.424,0.846,"C1849292","Advanced ossification of carpal bones","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3298",29089,"UBE2T",0.55,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"3299",29089,"UBE2T",0.55,0.731,"C2674432","Reduced bone mineral density","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3300",29110,"TBK1",0.513,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"3301",29117,"BRD7",0.638,0.5,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2014,2015,2,0,"BEFREE"
"3302",29123,"ANKRD11",0.556,0.808,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3303",29126,"CD274",0.324,0.923,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.02,1,2017,2019,2,0,"BEFREE"
"3304",29126,"CD274",0.324,0.923,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.1,1,2014,2019,23,0,"BEFREE"
"3305",29128,"UHRF1",0.54,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"3306",29843,"SENP1",0.593,0.654,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,2018,2019,3,0,"BEFREE"
"3307",29851,"ICOS",0.502,0.731,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2019,2019,1,0,"BEFREE"
"3308",29887,"SNX10",0.633,0.577,"C1855340","Bowing of the long bones","phenotype","","Congenital Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3309",29887,"SNX10",0.633,0.577,"C2674432","Reduced bone mineral density","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3310",29893,"PSMC3IP",0.659,0.5,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3311",29919,"RMC1",0.555,0.731,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.02,1,2009,2017,2,0,"BEFREE"
"3312",29919,"RMC1",0.555,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"3313",29920,"PYCR2",0.682,0.462,"C4021741","Abnormal cortical bone morphology","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3314",29957,"SLC25A24",0.575,0.731,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3315",29957,"SLC25A24",0.575,0.731,"C4021785","Abnormality of the metacarpal bones","disease","C05","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3316",29957,"SLC25A24",0.575,0.731,"C4023636","Aplasia/Hypoplasia of the nasal bone","phenotype","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3317",29968,"PSAT1",0.478,0.846,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.1,0.941,2011,2019,17,0,"BEFREE"
"3318",29980,"DONSON",0.636,0.538,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3319",29980,"DONSON",0.636,0.538,"C4082761","Abnormality of limb bone morphology","disease","","Anatomical Abnormality",0.01,1,2018,2018,1,0,"BEFREE"
"3320",29991,"OBP2A",0.61,0.462,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2017,2017,1,0,"BEFREE"
"3321",29991,"OBP2A",0.61,0.462,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.04,1,2013,2017,4,0,"BEFREE"
"3322",29997,"NOP53",0.597,0.577,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"3323",30008,"EFEMP2",0.559,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"3324",30817,"ADGRE2",0.581,0.615,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"3325",30818,"KCNIP3",0.626,0.654,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"3326",50484,"RRM2B",0.527,0.769,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3327",50507,"NOX4",0.471,0.885,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"3328",50604,"IL20",0.556,0.769,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2011,2011,1,0,"BEFREE"
"3329",50616,"IL22",0.393,0.885,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2018,2018,1,0,"BEFREE"
"3330",50616,"IL22",0.393,0.885,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"3331",50619,"DEF6",0.751,0.346,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2017,2017,1,0,"BEFREE"
"3332",50652,"PCA3",0.663,0.615,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"3333",50814,"NSDHL",0.621,0.538,"C4021741","Abnormal cortical bone morphology","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3334",50852,"TRAT1",0.615,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2017,2018,2,0,"BEFREE"
"3335",50943,"FOXP3",0.368,0.846,"C0238790","bone destruction","disease","","Disease or Syndrome",0.03,1,2007,2010,3,0,"BEFREE"
"3336",50943,"FOXP3",0.368,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2010,2010,1,0,"BEFREE"
"3337",50964,"SOST",0.474,0.808,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.04,1,2017,2019,4,0,"BEFREE"
"3338",50964,"SOST",0.474,0.808,"C0238790","bone destruction","disease","","Disease or Syndrome",0.03,1,2017,2019,3,0,"BEFREE"
"3339",50964,"SOST",0.474,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,2004,2017,3,0,"BEFREE"
"3340",50964,"SOST",0.474,0.808,"C1840418","Thickened cortex of long bones","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3341",50964,"SOST",0.474,0.808,"C1849276","Cortically dense long tubular bones","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3342",50964,"SOST",0.474,0.808,"C3854652","Osteoblastic bone metastases","disease","","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"3343",50964,"SOST",0.474,0.808,"C4020847","Abnormality of pelvic girdle bone morphology","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3344",50964,"SOST",0.474,0.808,"C4021741","Abnormal cortical bone morphology","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3345",50964,"SOST",0.474,0.808,"C4076240","Chronic kidney disease mineral and bone disorder","disease","C18;C13;C05;C12;C19","Disease or Syndrome",0.05,1,2018,2019,5,0,"BEFREE"
"3346",51003,"MED31",0.89,0.038,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"3347",51009,"DERL2",0.617,0.615,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"3348",51014,"TMED7",0.436,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.06,1,2014,2019,6,0,"BEFREE"
"3349",51025,"PAM16",0.729,0.462,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3350",51025,"PAM16",0.729,0.462,"C1838186","Squared iliac bones","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3351",51025,"PAM16",0.729,0.462,"C1854912","Short long bone","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3352",51053,"GMNN",0.554,0.808,"C0541764","Delayed bone age","phenotype","","Finding",0.1,1,2015,2015,1,2,"CLINVAR;HPO"
"3353",51053,"GMNN",0.554,0.808,"C1833144","Slender long bone","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3354",51057,"WDPCP",0.576,0.769,"C1855340","Bowing of the long bones","phenotype","","Congenital Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3355",51079,"NDUFA13",0.556,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"3356",51082,"POLR1D",0.603,0.692,"C4021242","Hypoplasia of the zygomatic bone","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3357",51082,"POLR1D",0.603,0.692,"C4021657","Abnormality of bone mineral density","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3358",51083,"GAL",0.493,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2014,2019,2,0,"BEFREE"
"3359",51119,"SBDS",0.601,0.692,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3360",51119,"SBDS",0.601,0.692,"C2986691","Inherited bone marrow failure syndrome","disease","C16;C04;C15","Disease or Syndrome",0.01,1,2008,2008,1,0,"BEFREE"
"3361",51129,"ANGPTL4",0.498,0.731,"C0238790","bone destruction","disease","","Disease or Syndrome",0.02,1,2014,2018,2,0,"BEFREE"
"3362",51129,"ANGPTL4",0.498,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"3363",51147,"ING4",0.573,0.577,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,2014,2015,3,0,"BEFREE"
"3364",51150,"SDF4",0.595,0.654,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"3365",51152,"LINC00328",0.608,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"3366",51164,"DCTN4",0.472,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,0.667,2014,2018,3,0,"BEFREE"
"3367",51176,"LEF1",0.486,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.05,1,2013,2019,5,0,"BEFREE"
"3368",51177,"PLEKHO1",0.638,0.615,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2005,2017,2,0,"BEFREE"
"3369",51181,"DCXR",0.751,0.308,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2007,2007,1,0,"BEFREE"
"3370",51199,"NIN",0.659,0.731,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3371",51199,"NIN",0.659,0.731,"C1840535","Abnormality of the carpal bones","phenotype","C05","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3372",51251,"NT5C3A",0.593,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2001,2001,1,0,"BEFREE"
"3373",51259,"TMEM216",0.544,0.615,"C1855340","Bowing of the long bones","phenotype","","Congenital Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3374",51284,"TLR7",0.464,0.885,"C0238790","bone destruction","disease","","Disease or Syndrome",0.02,1,2017,2019,2,0,"BEFREE"
"3375",51316,"PLAC8",0.641,0.654,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"3376",51330,"TNFRSF12A",0.509,0.692,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"3377",51330,"TNFRSF12A",0.509,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"3378",51341,"ZBTB7A",0.564,0.769,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2011,2011,1,0,"BEFREE"
"3379",51341,"ZBTB7A",0.564,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2017,2019,2,0,"BEFREE"
"3380",51360,"MBTPS2",0.513,0.769,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"3381",51360,"MBTPS2",0.513,0.769,"C4073132","Abnormal pelvis bone morphology","phenotype","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"3382",51374,"ATRAID",0.601,0.654,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"3383",51474,"LIMA1",0.711,0.231,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"3384",51499,"TRIAP1",0.711,0.5,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"3385",51499,"TRIAP1",0.711,0.5,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"3386",51534,"VTA1",0.641,0.423,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2004,2004,1,0,"BEFREE"
"3387",51547,"SIRT7",0.582,0.577,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2015,2017,2,0,"BEFREE"
"3388",51548,"SIRT6",0.496,0.846,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2013,2013,1,0,"BEFREE"
"3389",51548,"SIRT6",0.496,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.04,1,2017,2019,4,0,"BEFREE"
