"","geneId","geneSymbol","DSI","DPI","diseaseId","diseaseName","diseaseType","diseaseClass","diseaseSemanticType","score","EI","YearInitial","YearFinal","NofPmids","NofSnps","source"
"1821",10215,"OLIG2",0.56,0.577,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.1,1,2001,2018,13,1,"BEFREE;LHGDN"
"1822",10215,"OLIG2",0.56,0.577,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2005,2013,2,1,"BEFREE"
"1823",10215,"OLIG2",0.56,0.577,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2005,2013,2,1,"BEFREE"
"1824",10215,"OLIG2",0.56,0.577,"C0334590","Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2003,2004,2,0,"BEFREE"
"1825",10215,"OLIG2",0.56,0.577,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.1,1,2001,2018,12,1,"BEFREE"
"1826",10253,"SPRY2",0.554,0.654,"C0345245","Hyperganglionosis","disease","","Disease or Syndrome",0.01,1,2009,2009,1,0,"BEFREE"
"1827",10278,"EFS",0.597,0.615,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2010,2010,1,0,"BEFREE"
"1828",10309,"CCNO",0.621,0.538,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,0,"BEFREE"
"1829",10309,"CCNO",0.621,0.538,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,0,"BEFREE"
"1830",10309,"CCNO",0.621,0.538,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,0,"BEFREE"
"1831",10309,"CCNO",0.621,0.538,"C0280790","Adult Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"1832",10309,"CCNO",0.621,0.538,"C0334590","Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.03,1,2013,2016,3,0,"BEFREE"
"1833",10309,"CCNO",0.621,0.538,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,0,"BEFREE"
"1834",10309,"CCNO",0.621,0.538,"C1332943","Childhood Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"1835",10309,"CCNO",0.621,0.538,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"1836",10309,"CCNO",0.621,0.538,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"1837",10312,"TCIRG1",0.565,0.692,"C0432252","Osteoporosis with pseudoglioma","disease","C16;C17;C05","Disease or Syndrome",0.01,1,2002,2002,1,0,"BEFREE"
"1838",10381,"TUBB3",0.486,0.808,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,0,2002,2002,1,0,"BEFREE"
"1839",10381,"TUBB3",0.486,0.808,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,0,2002,2002,1,0,"BEFREE"
"1840",10403,"NDC80",0.599,0.538,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1841",10403,"NDC80",0.599,0.538,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1842",10413,"YAP1",0.432,0.808,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"1843",10413,"YAP1",0.432,0.808,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"1844",10451,"VAV3",0.603,0.615,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2008,2008,1,0,"BEFREE"
"1845",10460,"TACC3",0.615,0.615,"C0206726","gliosarcoma","disease","C04","Neoplastic Process",0.3,1,2012,2012,1,0,"ORPHANET"
"1846",10461,"MERTK",0.531,0.692,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"1847",10461,"MERTK",0.531,0.692,"C1708353","Hereditary Paraganglioma-Pheochromocytoma Syndrome","disease","C16;C04","Disease or Syndrome",0.3,1,2016,2016,1,0,"CLINGEN"
"1848",10512,"SEMA3C",0.619,0.731,"C3661523","Congenital Intestinal Aganglionosis","disease","C16;C06","Disease or Syndrome",0.3,1,2015,2015,1,0,"ORPHANET"
"1849",10519,"CIB1",0.458,0.769,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,1999,2010,2,0,"BEFREE"
"1850",10519,"CIB1",0.458,0.769,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,1999,2010,2,0,"BEFREE"
"1851",10534,"ZNRD2",0.443,0.769,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2009,2009,1,0,"BEFREE"
"1852",10534,"ZNRD2",0.443,0.769,"C0206726","gliosarcoma","disease","C04","Neoplastic Process",0.01,1,2008,2008,1,0,"BEFREE"
"1853",10573,"MRPL28",0.505,0.731,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"1854",10573,"MRPL28",0.505,0.731,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"1855",10573,"MRPL28",0.505,0.731,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"1856",10573,"MRPL28",0.505,0.731,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"1857",10608,"MXD4",0.722,0.115,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,0,2000,2000,1,0,"BEFREE"
"1858",10608,"MXD4",0.722,0.115,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,0,2000,2000,1,0,"BEFREE"
"1859",10608,"MXD4",0.722,0.115,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,0,2000,2000,1,0,"BEFREE"
"1860",10608,"MXD4",0.722,0.115,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,0,2000,2000,1,0,"BEFREE"
"1861",10611,"PDLIM5",0.525,0.808,"C0206718","Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,2006,2006,1,0,"BEFREE"
"1862",10611,"PDLIM5",0.525,0.808,"C4086158","Childhood Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,2006,2006,1,0,"BEFREE"
"1863",10630,"PDPN",0.47,0.769,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"1864",10643,"IGF2BP3",0.57,0.577,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"1865",10643,"IGF2BP3",0.57,0.577,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"1866",10643,"IGF2BP3",0.57,0.577,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"1867",10643,"IGF2BP3",0.57,0.577,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"1868",10671,"DCTN6",0.442,0.769,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2009,2009,1,0,"BEFREE"
"1869",10671,"DCTN6",0.442,0.769,"C0206726","gliosarcoma","disease","C04","Neoplastic Process",0.01,1,2008,2008,1,0,"BEFREE"
"1870",10682,"EBP",0.494,0.846,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2006,2006,1,0,"BEFREE"
"1871",10724,"OGA",0.534,0.731,"C0017083","Gangliosidoses","disease","C16;C18;C10","Disease or Syndrome",0.03,1,1996,2001,3,0,"BEFREE"
"1872",10724,"OGA",0.534,0.731,"C0268274","Gangliosidoses, GM2","disease","C16;C18;C10","Disease or Syndrome",0.1,1,1975,2016,25,0,"BEFREE"
"1873",10724,"OGA",0.534,0.731,"C0268278","Infantile GM 2 gangliosidosis","disease","C16;C18;C10","Disease or Syndrome",0.01,1,1985,1985,1,0,"BEFREE"
"1874",10724,"OGA",0.534,0.731,"C2749283","Gm2-Gangliosidosis, Variant B1","disease","C16;C18;C10","Disease or Syndrome",0.07,1,1988,2003,7,0,"BEFREE"
"1875",10763,"NES",0.45,0.808,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1995,1995,1,0,"BEFREE"
"1876",10763,"NES",0.45,0.808,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"1877",10763,"NES",0.45,0.808,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1995,1995,1,0,"BEFREE"
"1878",10763,"NES",0.45,0.808,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1995,1995,1,0,"BEFREE"
"1879",10763,"NES",0.45,0.808,"C0280793","Mixed Oligodendroglioma-Astrocytoma","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"1880",10763,"NES",0.45,0.808,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1995,1995,1,0,"BEFREE"
"1881",10763,"NES",0.45,0.808,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"1882",10763,"NES",0.45,0.808,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.02,1,2018,2019,2,0,"BEFREE"
"1883",10777,"ARPP21",0.663,0.654,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1884",10777,"ARPP21",0.663,0.654,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1885",10777,"ARPP21",0.663,0.654,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1886",10777,"ARPP21",0.663,0.654,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1887",10791,"VAMP5",0.821,0.154,"C0085758","Aganglionosis, Colonic","disease","C16;C06","Congenital Abnormality",0.01,1,2016,2016,1,2,"BEFREE"
"1888",10810,"WASF3",0.595,0.769,"C0206718","Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,2002,2002,1,0,"BEFREE"
"1889",10810,"WASF3",0.595,0.769,"C4086158","Childhood Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,2002,2002,1,0,"BEFREE"
"1890",10848,"PPP1R13L",0.539,0.692,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"1891",10855,"HPSE",0.425,0.808,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2010,2010,1,0,"BEFREE"
"1892",10855,"HPSE",0.425,0.808,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2010,2010,1,0,"BEFREE"
"1893",10855,"HPSE",0.425,0.808,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2010,2010,1,0,"BEFREE"
"1894",10855,"HPSE",0.425,0.808,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2010,2010,1,0,"BEFREE"
"1895",10855,"HPSE",0.425,0.808,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"1896",10911,"UTS2",0.564,0.808,"C0206718","Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,2003,2003,1,0,"BEFREE"
"1897",10911,"UTS2",0.564,0.808,"C4086158","Childhood Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,2003,2003,1,0,"BEFREE"
"1898",10923,"SUB1",0.465,0.846,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"1899",10923,"SUB1",0.465,0.846,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"1900",10923,"SUB1",0.465,0.846,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"1901",10923,"SUB1",0.465,0.846,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"1902",10993,"SDS",0.534,0.769,"C0007279","Carotid Body Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"1903",10993,"SDS",0.534,0.769,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.1,1,2003,2020,58,0,"BEFREE"
"1904",10993,"SDS",0.534,0.769,"C0030422","Extra-Adrenal Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1905",10993,"SDS",0.534,0.769,"C1333944","Paraganglioma of head and neck","disease","C04","Neoplastic Process",0.06,1,2003,2020,6,0,"BEFREE"
"1906",10993,"SDS",0.534,0.769,"C1333993","hereditary paraganglioma","disease","C16;C04","Neoplastic Process",0.02,1,2011,2014,2,0,"BEFREE"
"1907",10993,"SDS",0.534,0.769,"C1533592","Malignant Paraganglionic Neoplasm","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1908",11010,"GLIPR1",0.636,0.5,"C0334590","Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2007,2007,1,0,"BEFREE"
"1909",11051,"NUDT21",0.682,0.231,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"1910",11051,"NUDT21",0.682,0.231,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"1911",11060,"WWP2",0.65,0.615,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"1912",11148,"HHLA2",0.653,0.423,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"1913",11168,"PSIP1",0.49,0.846,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.01,1,2009,2009,1,0,"BEFREE"
"1914",11168,"PSIP1",0.49,0.846,"C0206718","Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,2009,2009,1,0,"BEFREE"
"1915",11168,"PSIP1",0.49,0.846,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"1916",11170,"FAM107A",0.674,0.462,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,1,2006,2006,1,0,"CTD_human"
"1917",11186,"RASSF1",0.42,0.808,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2007,2007,1,0,"BEFREE"
"1918",22858,"CILK1",0.545,0.808,"C4289580","Epithelioid glioblastoma","disease","","Neoplastic Process",0.02,1,2014,2017,2,0,"BEFREE"
"1919",22918,"CD93",0.663,0.5,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"1920",23028,"KDM1A",0.512,0.808,"C0206718","Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"1921",23028,"KDM1A",0.512,0.808,"C4086158","Childhood Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"1922",23040,"MYT1L",0.659,0.462,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2004,2004,1,0,"BEFREE"
"1923",23040,"MYT1L",0.659,0.462,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2004,2004,1,0,"BEFREE"
"1924",23040,"MYT1L",0.659,0.462,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2004,2004,1,0,"BEFREE"
"1925",23040,"MYT1L",0.659,0.462,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2004,2004,1,0,"BEFREE"
"1926",23095,"KIF1B",0.516,0.808,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.1,NA,NA,NA,0,0,"HPO"
"1927",23095,"KIF1B",0.516,0.808,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,0,"BEFREE"
"1928",23095,"KIF1B",0.516,0.808,"C0206718","Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.1,NA,NA,NA,0,0,"HPO"
"1929",23095,"KIF1B",0.516,0.808,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,0,"BEFREE"
"1930",23095,"KIF1B",0.516,0.808,"C1333944","Paraganglioma of head and neck","disease","C04","Neoplastic Process",0.1,NA,NA,NA,0,0,"HPO"
"1931",23095,"KIF1B",0.516,0.808,"C1708353","Hereditary Paraganglioma-Pheochromocytoma Syndrome","disease","C16;C04","Disease or Syndrome",0.3,1,2008,2014,5,0,"CLINGEN"
"1932",23135,"KDM6B",0.514,0.808,"C1328402","Metastatic glioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"1933",23135,"KDM6B",0.514,0.808,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1934",23152,"CIC",0.523,0.692,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.1,1,2011,2018,11,0,"BEFREE"
"1935",23152,"CIC",0.523,0.692,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.07,1,2011,2017,7,0,"BEFREE"
"1936",23152,"CIC",0.523,0.692,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.07,1,2011,2017,7,0,"BEFREE"
"1937",23152,"CIC",0.523,0.692,"C0280793","Mixed Oligodendroglioma-Astrocytoma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"1938",23152,"CIC",0.523,0.692,"C0334590","Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.11,1,2012,2012,1,1,"BEFREE;CLINVAR"
"1939",23152,"CIC",0.523,0.692,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.2,1,2011,2018,11,1,"BEFREE;CLINVAR"
"1940",23158,"TBC1D9",0.399,0.846,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"1941",23187,"PHLDB1",0.722,0.423,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,1,2009,2009,1,0,"CTD_human"
"1942",23189,"KANK1",0.641,0.538,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"1943",23236,"PLCB1",0.595,0.654,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"1944",23236,"PLCB1",0.595,0.654,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"1945",23236,"PLCB1",0.595,0.654,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.02,1,2016,2019,2,0,"BEFREE"
"1946",23259,"DDHD2",0.695,0.577,"C0085131","Gangliosidosis GM1","disease","C16;C18;C10","Disease or Syndrome",0.01,1,2016,2016,1,0,"BEFREE"
"1947",23362,"PSD3",0.691,0.423,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,1,2006,2006,1,0,"CTD_human"
"1948",23406,"COTL1",0.615,0.538,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"1949",23429,"RYBP",0.686,0.269,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2006,2006,1,0,"BEFREE"
"1950",23429,"RYBP",0.686,0.269,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2006,2006,1,0,"BEFREE"
"1951",23435,"TARDBP",0.493,0.808,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"1952",23446,"SLC44A1",0.695,0.346,"C2985174","Papillary glioneuronal tumor","disease","","Neoplastic Process",0.03,1,2013,2019,3,0,"BEFREE"
"1953",23462,"HEY1",0.551,0.692,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.01,1,2008,2008,1,0,"BEFREE"
"1954",23462,"HEY1",0.551,0.692,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.3,1,2010,2010,1,0,"CTD_human"
"1955",23462,"HEY1",0.551,0.692,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.3,1,2010,2010,1,0,"CTD_human"
"1956",23462,"HEY1",0.551,0.692,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.3,1,2010,2010,1,0,"CTD_human"
"1957",23462,"HEY1",0.551,0.692,"C0280793","Mixed Oligodendroglioma-Astrocytoma","disease","C04","Neoplastic Process",0.3,1,2010,2010,1,0,"CTD_human"
"1958",23462,"HEY1",0.551,0.692,"C0334590","Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.3,1,2010,2010,1,0,"CTD_human"
"1959",23462,"HEY1",0.551,0.692,"C0751395","Mixed Oligodendroglioma-Ependymoma","disease","C04","Neoplastic Process",0.3,1,2010,2010,1,0,"CTD_human"
"1960",23462,"HEY1",0.551,0.692,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.3,1,2010,2010,1,0,"CTD_human"
"1961",23463,"ICMT",0.682,0.423,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"1962",23479,"ISCU",0.695,0.423,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.02,1,2012,2018,2,0,"BEFREE"
"1963",23492,"CBX7",0.595,0.615,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"1964",23512,"SUZ12",0.529,0.577,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,1,2014,2014,1,0,"CTD_human"
"1965",23554,"TSPAN12",0.656,0.5,"C0432252","Osteoporosis with pseudoglioma","disease","C16;C17;C05","Disease or Syndrome",0.01,1,2016,2016,1,0,"BEFREE"
"1966",23569,"PADI4",0.494,0.808,"C1504559","Retinal gliosis","disease","","Disease or Syndrome",0.01,1,2017,2017,1,0,"BEFREE"
"1967",23583,"SMUG1",0.322,0.923,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.05,1,2017,2019,5,0,"BEFREE"
"1968",23583,"SMUG1",0.322,0.923,"C0334415","Sympathetic paraganglioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"1969",23583,"SMUG1",0.322,0.923,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"1970",23591,"FAM215A",0.65,0.5,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"1971",23598,"PATZ1",0.647,0.423,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"1972",23636,"NUP62",0.47,0.885,"C2750915","Basal ganglia gliosis","phenotype","C23","Finding",0.1,NA,NA,NA,0,0,"HPO"
"1973",23650,"TRIM29",0.606,0.654,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,1,2019,2019,1,0,"CTD_human"
"1974",23705,"CADM1",0.491,0.769,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"1975",24137,"KIF4A",0.647,0.462,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"1976",25793,"FBXO7",0.65,0.769,"C1846865","Substantia nigra gliosis","phenotype","C23","Finding",0.1,NA,NA,NA,0,0,"HPO"
"1977",25859,"PART1",0.483,0.885,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"1978",25913,"POT1",0.56,0.731,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.31,1,2015,2015,1,0,"BEFREE;ORPHANET"
"1979",25913,"POT1",0.56,0.731,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,NA,NA,NA,0,0,"CTD_human"
"1980",25913,"POT1",0.56,0.731,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1981",25913,"POT1",0.56,0.731,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1982",25913,"POT1",0.56,0.731,"C0334590","Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.3,1,2015,2015,1,0,"ORPHANET"
"1983",25913,"POT1",0.56,0.731,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1984",25915,"NDUFAF3",0.65,0.577,"C2750915","Basal ganglia gliosis","phenotype","C23","Finding",0.1,NA,NA,NA,0,0,"HPO"
"1985",25937,"WWTR1",0.529,0.615,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"1986",26018,"LRIG1",0.601,0.538,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"1987",26018,"LRIG1",0.601,0.538,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"1988",26018,"LRIG1",0.601,0.538,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"1989",26018,"LRIG1",0.601,0.538,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"1990",26047,"CNTNAP2",0.53,0.846,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2010,2010,1,0,"BEFREE"
"1991",26047,"CNTNAP2",0.53,0.846,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2010,2010,1,0,"BEFREE"
"1992",26291,"FGF21",0.485,0.769,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"1993",26292,"MYCBP",0.663,0.5,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"1994",26524,"LATS2",0.554,0.654,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"1995",26524,"LATS2",0.554,0.654,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
